book,chapter,verse,orderby,masoretic,retroverted,lxx,potential_difference
2Chr,1,1,1,ויתחזק,,και ενισχυσεν,False
2Chr,1,1,2,שלמה,,σαλωμων,False
2Chr,1,1,3,בן,,υιος,False
2Chr,1,1,4,דויד,,δαυιδ,False
2Chr,1,1,5,על,,επι,False
2Chr,1,1,6,מלכותו,,την βασιλειαν αυτου,False
2Chr,1,1,7,ויהוה,,και κυριος,False
2Chr,1,1,8,אלהיו,,ο θεος αυτου,False
2Chr,1,1,9,עמו,,μετ' αυτου,False
2Chr,1,1,10,ויגדלהו,,και εμεγαλυνεν αυτον,False
2Chr,1,1,11,למעלה,,εις υψος,False
2Chr,1,2,12,ויאמר,,και ειπεν,False
2Chr,1,2,13,שלמה,,σαλωμων,False
2Chr,1,2,14,לכל,,προς παντα,False
2Chr,1,2,15,ישראל,,ισραηλ,False
2Chr,1,2,16,לשרי האלפים,,τοις χιλιαρχοις,False
2Chr,1,2,17,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.] לשרי והמאות",,και τοις εκατονταρχοις,False
2Chr,1,2,18,ולשפטים,,και τοις κριταις,False
2Chr,1,2,19,ולכל,,και πασιν,False
2Chr,1,2,20,נשיא,,τοις αρχουσιν,False
2Chr,1,2,21,לכל,,εναντιον,False
2Chr,1,2,22,ישראל,,ισραηλ,False
2Chr,1,2,23,ראשי,,τοις αρχουσι,False
2Chr,1,2,24,האבות,,των πατριων,False
2Chr,1,3,25,וילכו,,και επορευθη,False
2Chr,1,3,26,שלמה,,σαλωμων,False
2Chr,1,3,27,וכל,,και πασα,False
2Chr,1,3,28,הקהל,,η εκκλησια,False
2Chr,1,3,29,עמו,,μετ' αυτου,False
2Chr,1,3,30,לבמה,,εις την υψηλην,False
2Chr,1,3,31,אשר,,την,False
2Chr,1,3,32,בגבעון,,εν γαβαων,False
2Chr,1,3,33,כי,,ου,False
2Chr,1,3,34,שם,,εκει,False
2Chr,1,3,35,היה,,ην,False
2Chr,1,3,36,אהל,,η σκηνη,False
2Chr,1,3,37,מועד,,του μαρτυριου,False
2Chr,1,3,38,האלהים,,του θεου,False
2Chr,1,3,39,אשר,,ην,False
2Chr,1,3,40,עשה,,εποιησεν,False
2Chr,1,3,41,משה,,μωυσης,False
2Chr,1,3,42,עבד,,παις,False
2Chr,1,3,43,יהוה,,κυριου,False
2Chr,1,3,44,במדבר,,εν τη ερημω,False
2Chr,1,4,45,אבל,,αλλα,False
2Chr,1,4,46,ארון,,κιβωτον,False
2Chr,1,4,47,האלהים,,του θεου,False
2Chr,1,4,48,העלה,,ανηνεγκεν,False
2Chr,1,4,49,דויד,,δαυιδ,False
2Chr,1,4,50,מקרית,,εκ πολεως,False
2Chr,1,4,51,יערים,,καριαθιαριμ,False
2Chr,1,4,52,בהכין,,οτι ητοιμασεν,False
2Chr,1,4,53,לו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).],True
2Chr,1,4,54,דויד,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).],True
2Chr,1,4,55,כי,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).],True
2Chr,1,4,56,נטה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).],True
2Chr,1,4,57,לו,,αυτη,False
2Chr,1,4,58,אהל,,σκηνην,False
2Chr,1,4,59,בירושלם,,εις ιερουσαλημ,False
2Chr,1,5,60,ומזבח,,και το θυσιαστηριον,False
2Chr,1,5,61,הנחשת,,το χαλκουν,False
2Chr,1,5,62,אשר,,ο,False
2Chr,1,5,63,עשה,,εποιησεν,False
2Chr,1,5,64,בצלאל,,βεσελεηλ,False
2Chr,1,5,65,בן,,υιος,False
2Chr,1,5,66,אורי,,ουριου,False
2Chr,1,5,67,בן,,υιου,False
2Chr,1,5,68,חור,,ωρ,False
2Chr,1,5,69,שם,שם =vs,εκει ην,True
2Chr,1,5,70,לפני,,εναντι,False
2Chr,1,5,71,משכן,,της σκηνης,False
2Chr,1,5,72,יהוה,,κυριου,False
2Chr,1,5,73,וידרשהו,,και εξεζητησεν αυτο,False
2Chr,1,5,74,שלמה,,σαλωμων,False
2Chr,1,5,75,והקהל,,και η εκκλησια,False
2Chr,1,6,76,ויעל,,και ανηνεγκεν,False
2Chr,1,6,77,שלמה,שם,εκει,True
2Chr,1,6,78,שם,שלמה,σαλωμων,True
2Chr,1,6,79,על,,επι,False
2Chr,1,6,80,מזבח,,το θυσιαστηριον,False
2Chr,1,6,81,הנחשת,,το χαλκουν,False
2Chr,1,6,82,לפני,,ενωπιον,False
2Chr,1,6,83,יהוה,,κυριου,False
2Chr,1,6,84,אשר,,το,False
2Chr,1,6,85,לאהל •^[Difference in preposition or particle.],,εν τη σκηνη,False
2Chr,1,6,86,מועד,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).],True
2Chr,1,6,87,ויעל,,και ανηνεγκεν,False
2Chr,1,6,88,עליו,,επ' αυτο,False
2Chr,1,6,89,עלות,,ολοκαυτωσιν,False
2Chr,1,6,90,אלף,,χιλιαν,False
2Chr,1,7,91,בלילה,,εν τη νυκτι,False
2Chr,1,7,92,ההוא,,εκεινη,False
2Chr,1,7,93,נראה,,ωφθη,False
2Chr,1,7,94,אלהים,,ο θεος,False
2Chr,1,7,95,לשלמה,,τω σαλωμων,False
2Chr,1,7,96,ויאמר,,και ειπεν,False
2Chr,1,7,97,לו,,αυτω,False
2Chr,1,7,98,שאל,,αιτησαι,False
2Chr,1,7,99,מה,,τι,False
2Chr,1,7,100,אתן,,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.] δω",False
2Chr,1,7,101,לך,,σοι,False
2Chr,1,7,102,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,δω,False
2Chr,1,8,103,ויאמר,,και ειπεν,False
2Chr,1,8,104,שלמה,,σαλωμων,False
2Chr,1,8,105,לאלהים,,προς τον θεον,False
2Chr,1,8,106,אתה,,συ,False
2Chr,1,8,107,עשית,,εποιησας,False
2Chr,1,8,108,עם,,μετα,False
2Chr,1,8,109,דויד,,δαυιδ,False
2Chr,1,8,110,אבי,,του πατρος μου,False
2Chr,1,8,111,חסד,,ελεος,False
2Chr,1,8,112,גדול,,μεγα,False
2Chr,1,8,113,והמלכתני,,και εβασιλευσας με,False
2Chr,1,8,114,תחתיו,,αντ' αυτου,False
2Chr,1,9,115,עתה,,και νυν,False
2Chr,1,9,116,יהוה,,κυριε,False
2Chr,1,9,117,אלהים,,ο θεος,False
2Chr,1,9,118,יאמן,,πιστωθητω,False
2Chr,1,9,119,דברך,,το ονομα σου,False
2Chr,1,9,120,עם,,επι,False
2Chr,1,9,121,דויד,,δαυιδ,False
2Chr,1,9,122,אבי,,πατερα μου,False
2Chr,1,9,123,כי,,οτι,False
2Chr,1,9,124,אתה,,συ,False
2Chr,1,9,125,המלכתני,,εβασιλευσας με,False
2Chr,1,9,126,על,,επι,False
2Chr,1,9,127,עם,,λαον,False
2Chr,1,9,128,רב,,πολυν,False
2Chr,1,9,129,כעפר,,ως ο χους,False
2Chr,1,9,130,הארץ,,της γης,False
2Chr,1,10,131,עתה,,νυν,False
2Chr,1,10,132,חכמה,,σοφιαν,False
2Chr,1,10,133,ומדע,,και συνεσιν,False
2Chr,1,10,134,תן,,δος,False
2Chr,1,10,135,לי,,μοι,False
2Chr,1,10,136,ואצאה,,και εξελευσομαι,False
2Chr,1,10,137,לפני,,ενωπιον,False
2Chr,1,10,138,העם,,του λαου,False
2Chr,1,10,139,הזה,,τουτου,False
2Chr,1,10,140,ואבואה,,και εισελευσομαι,False
2Chr,1,10,141,כי,,οτι,False
2Chr,1,10,142,מי,,τις,False
2Chr,1,10,143,ישפט,,κρινει,False
2Chr,1,10,144,את עמך,,τον λαον σου,False
2Chr,1,10,145,הזה,הגדול,τον μεγαν,True
2Chr,1,10,146,הגדול,הזה,τουτον,True
2Chr,1,11,147,ויאמר,,και ειπεν,False
2Chr,1,11,148,אלהים,,ο θεος,False
2Chr,1,11,149,לשלמה,,προς σαλωμων,False
2Chr,1,11,150,יען אשר,,ανθ' ων,False
